BOG150|E40|20250131|620378|ENGRAVING      |20250129|       3.50 |      1 |       0.00 |MO
BOG150|E40|20250430|620633|ENGRAVING      |20250416|       3.50 |      1 |       0.00 |MO
BOG150|E40|20250731|621055|ENGRAVING      |20250721|       3.50 |      1 |       0.00 |MO
BOG150|E40|20251130|621358|ENGRAVING      |20251110|       3.50 |      1 |       0.00 |MO
BOG150|E40|20251231|621496|ENGRAVING      |20251210|       3.50 |      1 |       0.00 |MO
BOG150|E40|20251231|621537|ENGRAVING      |20251216|       3.50 |      1 |       0.00 |MO
BOG150|Z10|20250131|620378|CLAS.SM/STER   |20250129|     121.00 |      1 |      45.03 |MO
BOG150|Z10|20250430|620633|CLAS.SM/STER   |20250416|     109.00 |      1 |      45.03 |MO
BOG150|Z10|20251130|621358|CLAS.PET/STER  |20251110|     102.00 |      1 |      44.40 |MO
BOG150|Z10|20251231|621453|SR15DB/STER    |20251203|      86.00 |      1 |      40.67 |MO
BOG150|Z10|20251231|621496|CLAS.SM/STER   |20251210|     103.00 |      1 |      45.03 |MO
BOG150|Z30|20250731|621055|CLAS.MD.M/STER |20250721|     114.00 |      1 |      57.89 |MO
BOG150|Z30|20251231|621537|CLAS.MD.M/STER |20251216|     124.00 |      1 |      57.89 |MO
BRA516|M10|20251231|621528|MISC-SALES     |20251215|       0.00 |      1 |       0.00 |PH
BRA516|M11|20251231|621528|SCHBRO1        |20251215|       0.00 |      1 |       0.00 |PH
BRA516|X20|20250630|620895|PS11L/STER     |20250611|      86.50 |      2 |      34.88 |MO
BRA516|Z10|20250630|620895|CLAS.SM/STER   |20250611|     206.00 |      2 |      90.06 |MO
BRA516|Z30|20250630|620895|CLAS.MD.M/STER |20250611|     248.00 |      2 |     115.78 |MO
BRO095|Q30|20250531|620773|C23/STER       |20250513|      60.00 |      2 |      24.60 |PH
BRO095|Q30|20250531|620774|C23/STER       |20250513|      60.00-|      2-|      24.60-|PH
BRO095|Q30|20250531|620775|C23/STER       |20250513|      75.00 |      2 |      24.60 |PH
BRO095|U01|20250930|621214|RN1/10K        |20250917|     359.25 |      1 |      93.49 |PH
BRO095|W60|20250228|620400|4T82M/10KTT    |20250205|     673.75 |      1 |     226.35 |PH
BRU077|E40|20250430|620622|ENGRAVING      |20250415|      11.00 |      1 |       0.00 |PH
BRU077|E40|20250630|620964|ENGRAVING      |20250623|       3.50 |      1 |       0.00 |PH
BRU077|I60|20250430|620622|13EMLL/GF      |20250415|      71.00 |      1 |      32.61 |PH
BRU077|M11|20250131|620342|FAMBRO1        |20250115|       0.00 |      1 |       0.00 |PH
BRU077|M11|20250831|621157|EMRBRO1        |20250827|       0.00 |      1 |       0.00 |PH
BRU077|N60|20251231|621517|3BA/GF         |20251215|     204.00 |      2 |      98.00 |PH
BRU077|S20|20250228|620439|FAM.RING/STER  |20250225|      73.00 |      1 |      61.76 |PH
BRU077|S20|20250430|620622|DAUGHTERS/STER |20250415|      58.25 |      1 |      30.61 |PH
BRU077|S20|20250531|620841|FAM.RING/STER  |20250529|      99.00 |      1 |      61.76 |PH
BRU077|S20|20250930|621226|FAM.RING/STER  |20250918|     110.50 |      1 |      61.76 |PH
BRU077|S20|20251231|621517|STONE.SET/STER |20251215|      93.50 |      1 |      61.76 |PH
BRU077|S50|20251231|621517|1108MA/10K     |20251215|     150.00 |      1 |     720.48 |PH
BRU077|U01|20250930|621226|FFCWM/10K      |20250918|    1189.00 |      1 |     260.60 |PH
BRU077|W01|20250131|620368|7T18L/10KY     |20250123|     605.75 |      1 |     163.34 |PH
BRU077|Z10|20250630|620964|CLAS.MD.L/STER |20250623|     125.75 |      1 |      55.34 |PH
BRY068|W40|20250531|620826|3T18L/14K      |20250522|     511.00 |      1 |     117.59 |PH
BRY068|W40|20250531|620851|3T18L/14K      |20250529|     511.00-|      1-|     117.59-|PH
BRY068|W40|20250531|620852|3T18L/14K      |20250529|     416.00 |      1 |     117.59 |PH
BRY068|W40|20250630|621014|200L/14KY      |20250626|     368.00 |      1 |      83.72 |PH
BUR071|W60|20250630|620925|8T96L/10K      |20250617|     805.50 |      1 |     189.16 |PH
BUR095|C90|20250531|620834|CJ-P/ALLOY     |20250529|    1035.00 |     45 |     276.75 |MO
BUR095|E40|20250531|620834|ENGRAVING      |20250529|     225.00 |     45 |       0.00 |MO
BUR121|F01|20250630|620982|F2552/14K      |20250624|     920.50 |      1 |     178.71 |MO
BUR121|F01|20250731|621053|F2552/10K      |20250717|     584.00 |      1 |     122.52 |MO
BUR121|F01|20250731|621097|F2552/14K      |20250731|     920.00 |      1 |     178.71 |PH
BUR121|F01|20251031|621241|F138/10K       |20251002|     601.00 |      1 |     127.99 |MO
BUR121|J40|20250531|620778|BR12/GFB       |20250513|      93.50 |      1 |      51.47 |BO
BUR121|J40|20250531|620778|BR16/GFB       |20250513|     101.75 |      1 |      56.62 |BO
BUR121|J40|20250531|620778|BR5/GFB        |20250513|      53.00 |      1 |      23.34 |BO
BUR121|J40|20250531|620778|BR6/GFB        |20250513|      53.00 |      1 |      23.34 |BO
BUR121|M10|20250831|621109|MISC-SALES     |20250806|       0.00 |      1 |       0.00 |MO
